FIRE_NUM, XStart, YStart, FireSize
1366, 378406.626629, 5730925.245413, 6.029371
1367, 381702.420549, 5724948.137145, 8.599267
1368, 376255.490616, 5728909.949884, 71.364034
1369, 377486.116384, 5725387.498279, 56.340027
1370, 377778.199211, 5730593.953934, 34.001701
1371, 372754.415162, 5729559.201232, 85.004251
1372, 373844.143167, 5727559.541779, 92.417413
1373, 374243.408049, 5729460.899676, 67.608032
1374, 373353.512609, 5729124.390349, 68.201085
1375, 373837.901872, 5726920.545542, 51.200235
1376, 376529.118508, 5729735.152491, 92.713939
1377, 375429.332101, 5731617.219245, 47.938444
1378, 379823.080274, 5725473.249138, 76.899195
1379, 372013.275771, 5732893.817757, 0.197684
1380, 380517.967711, 5731187.648681, 10.674952
1381, 374616.858246, 5730794.598083, 49.717603
1382, 374956.241500, 5724263.322976, 2.965265
1383, 379991.398307, 5730915.071115, 2.273370
1384, 379661.787915, 5725943.400360, 90.835938
1385, 378154.939268, 5728929.204239, 71.759403
1386, 375496.898537, 5730926.973921, 30.542225
1387, 378640.074702, 5729764.645493, 46.851180
1388, 373501.297680, 5726881.918081, 93.109308
1389, 372387.309866, 5728284.978977, 15.913587
1390, 378564.860194, 5725382.578139, 71.067508
1391, 374911.901845, 5727942.474380, 64.445084
1392, 377999.063961, 5732354.163665, 50.014129
1393, 375416.732326, 5731024.621668, 32.914437
1394, 374556.455502, 5729877.110848, 80.951723
1395, 373277.808230, 5730461.825915, 65.334663
1396, 379884.593634, 5724548.350221, 23.425590
1397, 374775.243849, 5728942.477914, 14.826323
1398, 380342.402549, 5727333.233863, 71.957087
1399, 378838.455727, 5732905.624586, 41.810231
1400, 375921.584754, 5729342.842363, 57.624975
1401, 376201.340395, 5729940.045427, 31.530647
1402, 373295.751096, 5725321.644811, 18.582325
1403, 381495.746646, 5724938.849292, 17.396219
1404, 377075.627920, 5724271.421957, 1.284948
1405, 381383.798636, 5724529.393280, 11.169163
1406, 379027.736454, 5726572.521562, 111.988159
1407, 379048.227684, 5732260.618889, 56.834238
1408, 376952.114015, 5725697.518026, 68.794138
1409, 374072.351391, 5728077.599134, 43.885916
1410, 375475.794227, 5731222.844206, 43.589389
1411, 374509.197096, 5730701.949103, 69.189507
1412, 378164.208862, 5730553.821791, 28.960751
1413, 373017.248992, 5732804.737162, 12.454111
1414, 377966.899412, 5727341.928110, 71.462876
1415, 379998.706121, 5728109.911184, 117.523319
1416, 379054.885570, 5728796.515383, 76.009615
1417, 377278.036622, 5726146.815894, 52.188657
1418, 374111.218176, 5730134.185291, 76.108458
1419, 377463.788553, 5729940.297999, 16.605482
1420, 377715.725299, 5729891.161885, 25.303591
1421, 372208.446215, 5732616.861703, 64.642768
1422, 377418.779301, 5732408.425962, 43.984758
1423, 378211.747536, 5728992.153638, 66.026558
1424, 375966.495142, 5726217.584519, 42.007915
1425, 375900.947981, 5727414.821899, 58.415712
1426, 380519.237011, 5730458.294942, 21.251063
1427, 381463.800678, 5732450.243941, 29.257277
1428, 373496.650072, 5724691.020872, 27.774645
1429, 377463.740511, 5731089.370959, 6.523582
1430, 372286.964678, 5732632.769739, 63.258978
1431, 377802.504594, 5730782.720247, 14.826323
1432, 375444.680335, 5729002.331054, 109.022894
1433, 373868.085795, 5726828.371329, 48.926866
1434, 380551.870504, 5727015.572829, 74.428141
1435, 373415.330689, 5728567.191453, 85.300778
1436, 375581.002040, 5730832.727027, 24.018643
1437, 380584.910626, 5727227.825571, 66.718453
1438, 378966.632275, 5728095.350493, 83.027408
1439, 378499.565920, 5724549.944974, 71.660561
1440, 372264.233333, 5729108.585088, 61.282135
1441, 375151.884674, 5729930.046416, 20.559168
1442, 381041.923754, 5728190.236545, 112.087001
1443, 378420.060720, 5726834.254252, 62.072872
1444, 379870.682990, 5729176.958060, 102.400470
1445, 377073.760292, 5728000.041075, 62.665925
1446, 372423.602534, 5729638.283092, 53.967815
1447, 372975.071310, 5727063.632543, 94.987309
1448, 377330.864351, 5725174.133120, 60.096029
1449, 374595.222444, 5726545.840052, 76.306142
1450, 373522.164535, 5731732.713862, 5.337476
1451, 377513.102300, 5725234.624576, 58.316870
1452, 377097.983723, 5725503.671793, 75.614247
1453, 380637.579714, 5727155.575512, 77.887616
1454, 379807.912395, 5726732.559396, 102.795839
1455, 380765.751559, 5727948.366145, 95.975730
1456, 373969.111421, 5731390.046807, 21.646431
1457, 374537.530309, 5730617.426264, 76.207300
1458, 376453.325313, 5724939.505754, 7.314319
1459, 378949.040406, 5727511.826657, 59.700660
1460, 374734.514346, 5731770.665713, 7.116635
1461, 378956.487550, 5732402.857529, 94.690782
1462, 376572.414914, 5729597.572715, 99.929416
1463, 378738.472536, 5727662.888767, 40.624125
1464, 376792.913179, 5727390.257746, 42.699810
1465, 372146.134245, 5729168.232670, 11.268005
1466, 375026.646225, 5730895.460583, 40.920651
1467, 375648.858080, 5731824.937285, 33.507490
1468, 373084.527114, 5729828.130143, 62.072872
1469, 379286.456418, 5728819.851307, 53.770131
1470, 377972.610161, 5724683.903161, 57.229606
1471, 373841.810810, 5729817.133224, 87.376463
1472, 375223.636371, 5729510.728680, 58.514554
1473, 373361.088443, 5726184.706570, 9.192320
1474, 375189.331065, 5727291.622376, 120.389742
1475, 378287.649704, 5732450.091411, 0.098842
1476, 373912.753755, 5729491.680230, 73.242035
1477, 373434.125449, 5730718.239801, 39.042650
1478, 378924.645756, 5729865.215016, 38.943808
1479, 379274.663420, 5725309.634348, 75.021194
1480, 378488.666489, 5725346.011863, 94.789624
1481, 378155.923639, 5727716.096362, 51.793288
1482, 376007.693292, 5729831.447600, 26.687381
1483, 381154.716804, 5730465.711975, 10.279584
1484, 373278.054364, 5729797.960269, 72.253614
1485, 374830.272829, 5728347.976253, 27.774645
1486, 372818.527043, 5727258.420345, 51.793288
1487, 372451.164515, 5729087.139372, 76.404984
1488, 376019.611493, 5728024.466558, 51.200235
1489, 378975.927471, 5725703.646915, 66.817295
1490, 377623.114062, 5730665.068782, 36.275070
1491, 373515.238126, 5730113.197679, 48.926866
1492, 378245.505857, 5728699.729170, 95.975730
1493, 378174.334397, 5729145.417070, 40.031072
1494, 375336.469286, 5730352.174072, 35.088964
1495, 378970.832084, 5726185.089254, 63.555504
1496, 380090.335381, 5726722.698472, 111.889317
1497, 380850.164717, 5729834.861189, 52.781710
1498, 381287.790502, 5727754.829611, 42.897494
1499, 377934.191316, 5729331.016298, 76.207300
1500, 380965.152396, 5728186.891084, 58.316870
1501, 377800.296414, 5728385.266160, 83.027408
1502, 380400.751117, 5732971.331484, 4.546739
1503, 377261.462520, 5727890.685301, 81.544776
1504, 377405.294769, 5726671.751665, 37.065807
1505, 372849.914710, 5728519.838157, 53.374762
1506, 374978.907988, 5727917.180213, 89.550990
1507, 377440.576664, 5726774.481934, 26.885066
1508, 379545.520976, 5732995.236916, 25.501275
1509, 376434.616653, 5726227.434563, 27.280434
1510, 374144.445820, 5724695.977314, 12.849480
1511, 380050.996333, 5728515.707622, 105.365735
1512, 378371.768835, 5727248.235276, 33.210963
1513, 377543.049807, 5727920.775585, 62.468240
1514, 373682.196731, 5731116.091499, 5.732845
1515, 373313.962751, 5726864.769515, 98.051415
1516, 377086.760122, 5728369.078865, 28.071171
1517, 375041.178728, 5726472.796566, 46.950023
1518, 374623.744296, 5728077.061242, 5.436318
1519, 372657.788313, 5732625.371217, 43.194021
1520, 380177.528644, 5731443.314294, 0.098842
1521, 376325.809957, 5731397.387845, 25.698960
1522, 378237.880038, 5725240.652015, 100.225943
1523, 374671.536527, 5728749.171479, 38.153071
1524, 378878.511456, 5730340.901074, 35.187806
1525, 380486.153866, 5728089.513084, 42.403283
1526, 379155.474424, 5732121.604965, 43.095179
1527, 380417.242400, 5728550.787590, 114.459213
1528, 372053.835965, 5732681.128494, 20.658010
1529, 376255.552949, 5731987.434365, 25.303591
1530, 372365.894572, 5728887.247192, 65.433505
1531, 376115.605014, 5726023.405625, 25.105907
1532, 378959.871380, 5725604.744285, 103.290050
1533, 376328.193584, 5731216.674790, 34.495911
1534, 377747.485966, 5730539.894453, 36.176228
1535, 379055.636789, 5729342.790546, 46.258127
1536, 374009.213991, 5726968.396316, 30.641067
1537, 380587.531620, 5730135.272286, 70.079086
1538, 377652.038935, 5724402.528997, 15.715902
1539, 376105.828679, 5731281.140843, 47.048865
1540, 373995.883668, 5726461.092474, 37.362334
1541, 378062.673179, 5724802.814669, 67.706875
1542, 376033.184835, 5731607.910818, 90.045201
1543, 378567.513099, 5725361.205304, 66.323084
1544, 380750.008207, 5728700.649809, 77.887616
1545, 381674.510696, 5730271.309234, 3.657160
1546, 372847.110852, 5728539.493398, 45.862759
1547, 378459.198654, 5726803.128045, 83.620461
1548, 377436.277311, 5726012.835818, 52.089814
1549, 380242.563643, 5729826.473632, 84.411198
1550, 377595.206989, 5726701.337316, 44.182442
1551, 373240.308227, 5725214.828385, 21.053379
1552, 373467.302514, 5731487.350510, 4.744423
1553, 377129.146025, 5726412.063560, 34.792438
1554, 374504.381269, 5726325.837838, 57.723817
1555, 380193.939364, 5728083.166197, 89.946359
1556, 376867.449973, 5730169.407768, 32.123700
1557, 377829.755690, 5731636.103057, 0.494211
1558, 373372.850461, 5726383.543773, 57.624975
1559, 380445.212626, 5730274.125734, 47.641918
1560, 375144.873682, 5728064.961135, 100.127101
1561, 379981.266383, 5725749.024647, 64.642768
1562, 377808.926436, 5728575.004837, 43.787074
1563, 372326.574905, 5726349.612311, 16.407797
1564, 379158.363223, 5727776.349440, 58.514554
1565, 380902.794964, 5727297.783436, 45.566232
1566, 378251.468235, 5729581.725490, 45.566232
1567, 373763.909594, 5725857.127774, 14.826323
1568, 376809.009395, 5728263.250041, 57.822659
1569, 373207.018808, 5731370.472023, 1.976843
1570, 377620.789452, 5728236.855368, 59.305292
1571, 374559.602399, 5730661.852859, 76.108458
1572, 373992.592038, 5728643.008293, 43.095179
1573, 378390.094572, 5724115.899627, 0.988422
1574, 381701.014219, 5726430.875213, 20.262641
1575, 377408.362266, 5725061.012392, 49.618761
1576, 381631.005390, 5727843.438812, 0.790737
1577, 379239.548934, 5724955.710974, 91.923202
1578, 376346.171515, 5730916.576543, 53.671289
1579, 375927.294539, 5728509.464617, 99.336363
1580, 374229.111236, 5729902.542398, 87.277621
1581, 375636.032370, 5730847.222636, 24.018643
1582, 376168.054994, 5726588.839942, 59.404134
1583, 378679.010395, 5728151.287105, 70.474455
1584, 373837.872982, 5728322.374596, 58.415712
1585, 376789.784722, 5728380.925776, 43.391705
1586, 374128.178697, 5729944.364107, 76.998037
1587, 378671.813050, 5725552.990544, 76.503826
1588, 377970.753491, 5727107.907593, 63.061293
1589, 379778.550047, 5729321.741403, 84.707725
1590, 379064.648047, 5727926.298827, 77.393406
1591, 379150.545739, 5732006.929369, 14.628639
1592, 377423.918157, 5726377.174524, 44.182442
1593, 378084.016113, 5728782.945333, 70.375613
1594, 377796.077397, 5729016.437995, 78.876038
1595, 373165.853757, 5732674.191069, 0.889579
1596, 373713.090458, 5726082.085886, 0.197684
1597, 381468.714546, 5730188.470622, 9.686531
1598, 377155.126917, 5725869.301140, 71.265192
1599, 377555.486824, 5725762.834935, 91.033623
1600, 372191.560484, 5729136.696986, 14.035586
1601, 373007.163602, 5728343.293011, 66.421927
1602, 378611.524062, 5725056.264010, 83.323935
1603, 374250.061157, 5728518.866037, 60.886766
1604, 377121.750485, 5724996.412689, 30.146857
1605, 374419.401927, 5731596.547115, 26.983908
1606, 378510.203766, 5732442.153137, 67.311506
1607, 379567.143563, 5732839.007971, 48.037286
1608, 379651.507687, 5727900.146186, 151.920389
1609, 376339.924403, 5727954.047965, 38.449597
1610, 372719.944719, 5728683.185036, 65.828874
1611, 372970.362351, 5731643.783148, 0.889579
1612, 373793.785283, 5730609.814645, 61.479819
1613, 376816.357847, 5729532.851323, 65.828874
1614, 376693.189128, 5732717.359565, 0.197684
1615, 381917.616189, 5729457.316706, 18.483483
1616, 378099.871774, 5726464.583218, 79.370249
1617, 374485.252470, 5727285.215895, 87.870674
1618, 379884.645183, 5732751.939955, 27.478118
1619, 381855.789956, 5729156.475328, 39.932230
1620, 380773.639014, 5726867.680449, 41.118336
1621, 379954.051614, 5726479.236001, 66.421927
1622, 375864.403138, 5730165.258487, 42.007915
1623, 378350.114955, 5724759.887463, 82.236671
1624, 374801.531194, 5727877.100578, 66.224242
1625, 380504.128304, 5726658.431262, 20.954536
1626, 376577.193209, 5730634.884223, 20.262641
1627, 377682.810444, 5732527.493513, 46.258127
1628, 376606.959485, 5727016.634196, 92.022044
1629, 372847.231076, 5729692.112112, 62.764767
1630, 378043.775619, 5724422.994973, 38.746124
1631, 379007.613823, 5728386.370673, 49.421076
1632, 379783.627804, 5727701.695765, 113.075423
1633, 373936.742228, 5724594.961420, 15.419376
1634, 377947.433298, 5727488.436021, 94.097729
1635, 374422.837995, 5728988.688161, 27.181592
1636, 378741.274070, 5728799.534989, 71.166350
1637, 378619.893961, 5732750.201560, 31.135278
1638, 379986.783646, 5725879.256063, 65.631189
1639, 372732.682381, 5732574.006020, 34.891280
1640, 375836.338821, 5726151.789573, 48.926866
1641, 377537.880860, 5729327.133691, 15.320534
1642, 372275.808044, 5730229.829842, 19.274220
1643, 376280.176784, 5730935.061712, 64.840452
1644, 375305.651867, 5731222.608481, 59.601818
1645, 373024.661095, 5732934.910622, 6.523582
1646, 380310.456651, 5728930.165191, 104.080787
1647, 375256.946419, 5729987.937005, 44.380127
1648, 372408.664450, 5732627.032523, 46.356970
1649, 374845.649166, 5727630.284294, 71.759403
1650, 374316.861645, 5728616.308934, 66.619611
1651, 379753.774938, 5732298.109354, 28.960751
1652, 376455.510475, 5730598.023226, 35.780859
1653, 380533.241318, 5729116.753219, 93.702361
1654, 375308.292614, 5731034.595714, 43.688231
1655, 381838.046225, 5728624.987376, 44.577811
1656, 377430.368102, 5732403.356407, 43.688231
1657, 377270.646013, 5729293.366124, 59.305292
1658, 379208.480003, 5732739.371110, 65.631189
1659, 378407.516191, 5725546.390390, 97.754889
1660, 378844.629502, 5726029.266285, 87.376463
1661, 375707.141744, 5732248.244312, 10.872637
1662, 373864.574681, 5732947.602408, 0.098842
1663, 373059.091841, 5726892.157162, 108.924052
1664, 376531.664720, 5727433.157003, 64.346241
1665, 376811.880793, 5728792.084667, 71.561719
1666, 377525.467587, 5727827.270200, 73.736246
1667, 380025.078411, 5729649.398502, 93.998887
1668, 381786.938732, 5729165.749678, 51.496762
1669, 376809.759091, 5731555.603914, 2.372212
1670, 381880.113862, 5728212.150189, 32.815595
1671, 374395.348555, 5727101.131956, 62.863609
1672, 378469.338671, 5726926.913450, 89.550990
1673, 381068.126395, 5726278.534004, 19.175378
1674, 375725.800466, 5724507.953616, 0.098842
1675, 378660.053696, 5732398.286583, 81.248249
1676, 379613.195198, 5732496.664109, 54.066657
1677, 372734.835184, 5725752.824578, 2.075685
1678, 377791.594443, 5727932.664573, 69.584875
1679, 375632.677192, 5728035.560724, 47.048865
1680, 378306.697110, 5730082.243888, 48.333813
1681, 376322.904310, 5726844.584735, 68.398770
1682, 379852.219267, 5724509.373808, 21.844116
1683, 379864.021542, 5726603.759839, 86.882252
1684, 374410.898043, 5728109.033242, 13.442533
1685, 375271.434679, 5730554.467834, 37.461176
1686, 379946.780708, 5727457.549620, 35.879701
1687, 379647.372419, 5732666.163536, 55.944658
1688, 377563.163763, 5729224.729298, 45.269706
1689, 374553.767644, 5724453.457551, 10.773795
1690, 375615.780458, 5727879.047971, 56.438869
1691, 374550.677507, 5726415.801395, 71.759403
1692, 372173.020677, 5728269.520832, 22.536011
1693, 373524.688536, 5727136.174054, 97.062994
1694, 377003.281504, 5725162.113739, 49.223392
1695, 377795.966914, 5728383.648855, 74.922352
1696, 378295.810810, 5724939.952639, 81.742460
1697, 376241.248896, 5728609.315740, 70.869823
1698, 372996.573579, 5729401.656215, 85.201936
1699, 378631.944037, 5727346.432134, 50.607182
1700, 379310.246216, 5725039.324430, 57.921501
1701, 378527.890472, 5727417.098881, 42.897494
1702, 376541.907439, 5725021.916093, 11.663374
1703, 380175.590795, 5729546.019729, 111.197422
1704, 372182.904999, 5730674.473122, 2.174527
1705, 377289.804656, 5727859.080860, 72.253614
1706, 377407.994329, 5727952.565772, 58.020344
1707, 377261.823087, 5732713.792743, 30.838752
1708, 373491.493353, 5725063.102612, 19.966115
1709, 377471.268685, 5727096.705045, 22.239484
1710, 377515.256780, 5724680.636884, 14.925165
1711, 378934.641204, 5724600.293686, 62.468240
1712, 380042.265560, 5732937.127048, 16.605482
1713, 372583.537509, 5729665.262679, 69.782560
1714, 373914.340766, 5729387.122183, 50.211814
1715, 381595.935003, 5726512.851818, 25.797802
1716, 378334.674381, 5729103.755942, 53.671289
1717, 378593.445302, 5725530.443731, 94.987309
1718, 380369.033873, 5724782.115340, 21.448747
1719, 372695.637031, 5726936.088621, 17.198535
1720, 376804.984028, 5727848.638094, 59.898345
1721, 378682.554995, 5727876.834051, 60.689082
1722, 377453.389074, 5730553.172352, 59.206449
1723, 377717.589518, 5725176.303727, 24.414012
1724, 380344.134162, 5726953.382207, 112.680054
1725, 377932.106517, 5732410.505173, 55.450448
1726, 373800.428034, 5729918.186651, 69.584875
1727, 375840.285408, 5729835.059240, 26.983908
1728, 379974.420338, 5724170.977328, 9.192320
1729, 373280.646175, 5727430.878890, 122.465427
1730, 377924.118927, 5728260.809163, 88.463727
1731, 379429.955635, 5724755.256008, 97.359520
1732, 377820.182536, 5732722.586826, 9.983057
1733, 376720.430021, 5726019.459542, 90.539412
1734, 377565.861637, 5727343.794944, 40.327598
1735, 374337.671005, 5728137.014106, 16.111271
1736, 376271.852189, 5728677.506293, 74.032772
1737, 381790.274628, 5729944.270347, 9.390005
1738, 376672.236609, 5726199.294007, 50.903709
1739, 375216.370257, 5731219.118705, 85.399620
1740, 378922.994856, 5727544.587164, 76.899195
1741, 378510.818947, 5726453.284278, 82.829724
1742, 377215.437027, 5727906.328766, 72.055929
1743, 381109.085400, 5728757.456777, 87.969516
1744, 380204.860062, 5724493.304865, 14.925165
1745, 377680.361401, 5728521.619932, 31.728331
1746, 376070.480138, 5728121.140524, 44.775495
1747, 379074.855883, 5726109.701835, 65.038136
1748, 381067.465975, 5724620.667059, 6.820109
1749, 378320.568233, 5728436.196232, 83.323935
1750, 375273.197812, 5731285.028525, 78.678354
1751, 376272.180909, 5730998.574865, 62.567083
1752, 376467.099043, 5725667.175535, 71.364034
1753, 378044.741657, 5729725.710604, 37.263492
1754, 376511.752354, 5727201.613767, 97.853731
1755, 380805.604385, 5725961.753896, 28.960751
1756, 375121.292426, 5727625.177133, 93.702361
1757, 379498.816348, 5728438.397831, 89.847517
1758, 376118.477544, 5731831.040409, 52.089814
1759, 372410.504362, 5726981.816301, 11.762216
1760, 380443.018672, 5731155.532651, 10.971479
1761, 377671.930966, 5729873.707464, 24.512854
1762, 378821.992975, 5725172.853061, 111.493948
1763, 376149.521521, 5729139.321146, 85.992673
1764, 373091.043415, 5726868.993818, 94.591940
1765, 375038.400727, 5730647.713636, 10.477268
1766, 378848.263071, 5725913.466894, 83.818145
1767, 379427.270613, 5732767.621088, 53.967815
1768, 374458.029459, 5727036.067367, 71.067508
1769, 381273.393051, 5725757.537869, 0.889579
1770, 375783.273525, 5730583.305182, 27.280434
1771, 373418.693639, 5727708.648961, 107.737946
1772, 381050.112785, 5727770.923268, 99.632890
1773, 375261.747615, 5726610.710001, 56.834238
1774, 375533.318830, 5730394.652578, 37.164649
1775, 375522.172505, 5729714.009378, 62.468240
1776, 378203.078673, 5724888.400106, 65.334663
1777, 381581.848273, 5729732.081064, 29.059593
1778, 373373.891596, 5730920.967910, 17.989272
1779, 376444.150686, 5725704.907453, 68.991823
1780, 372906.684700, 5726622.418191, 3.459475
1781, 380107.436271, 5724478.979081, 17.791587
1782, 375658.836438, 5727203.727808, 56.834238
1783, 374194.436475, 5729272.944371, 43.391705
1784, 379976.736006, 5729806.472356, 86.388041
1785, 377587.760198, 5727612.389630, 73.242035
1786, 378729.744380, 5727153.681986, 64.346241
1787, 380604.864879, 5724424.178205, 4.645581
1788, 379683.403568, 5725535.232555, 73.439719
1789, 375350.856060, 5724930.756149, 0.691895
1790, 379305.108407, 5730640.559471, 10.279584
1791, 372026.063212, 5727832.360634, 16.407797
1792, 378383.987294, 5725468.174976, 123.552691
1793, 374781.411743, 5729824.774586, 63.654346
1794, 372663.662495, 5732748.279770, 39.932230
1795, 372445.890654, 5728035.405617, 3.459475
1796, 378118.579130, 5727508.706829, 67.311506
1797, 376907.843600, 5728851.989712, 47.345391
1798, 376360.608985, 5730813.240489, 55.944658
1799, 379686.207096, 5726304.886838, 56.438869
1800, 376871.441342, 5725052.866204, 31.728331
1801, 375791.006763, 5727421.029034, 68.497612
1802, 377284.013114, 5725349.911992, 66.125400
1803, 379334.956584, 5729558.940999, 43.885916
1804, 378190.401179, 5732111.986555, 102.499312
1805, 373194.376495, 5731721.629277, 0.593053
1806, 374668.117269, 5728658.237495, 36.868123
1807, 372357.277845, 5727004.160071, 12.355269
1808, 377333.453991, 5725885.450222, 51.990972
1809, 379622.914392, 5725914.751722, 101.313206
1810, 381082.818442, 5729519.437784, 56.340027
1811, 377212.283792, 5728885.010121, 33.210963
1812, 379882.528310, 5727044.045883, 105.464577
1813, 375545.168145, 5732003.723811, 22.733695
1814, 378362.205106, 5724737.293229, 83.916988
1815, 372065.611715, 5729319.987733, 19.373062
1816, 373588.355100, 5727930.064435, 89.748675
1817, 377555.562290, 5729091.042409, 59.997187
1818, 373117.828444, 5728572.577723, 71.759403
1819, 377069.764080, 5729314.180822, 65.927716
1820, 376377.506362, 5727267.558799, 87.672989
1821, 377687.975573, 5728839.759979, 66.421927
1822, 381680.601076, 5728711.280615, 72.055929
1823, 381926.016752, 5728250.200812, 27.082750
1824, 376387.487719, 5726415.901299, 35.385491
1825, 378014.533942, 5727160.252815, 76.108458
1826, 376740.873656, 5726014.614215, 75.218878
1827, 381095.101172, 5730483.076367, 12.157585
1828, 376440.626911, 5728513.189648, 54.264342
1829, 375783.847630, 5729175.969163, 85.399620
1830, 373768.148607, 5724489.032458, 19.966115
1831, 372475.880094, 5727556.585599, 14.826323
1832, 380317.573796, 5728703.480294, 77.591090
1833, 378836.120566, 5727422.390921, 80.259828
1834, 372059.540288, 5732695.424819, 20.658010
1835, 380249.242381, 5729255.428020, 105.761103
1836, 380695.117230, 5729606.394932, 96.173415
1837, 373689.420782, 5730044.912638, 47.246549
1838, 373809.119160, 5729462.693077, 96.272257
1839, 372118.336859, 5732054.282493, 15.024007
1840, 380692.901800, 5727675.507648, 34.792438
1841, 376422.885518, 5726209.913057, 29.850330
1842, 373533.448100, 5729115.360105, 56.537711
1843, 379084.443216, 5729658.419010, 48.926866
1844, 373698.503818, 5727631.461072, 115.151108
1845, 381482.828205, 5725901.130786, 10.576110
1846, 372469.482550, 5728781.497129, 75.021194
1847, 377528.252786, 5728349.765626, 36.176228
1848, 380956.806302, 5728383.494272, 69.090665
1849, 378617.623485, 5725712.511235, 94.789624
1850, 376125.688109, 5728911.077627, 95.580362
1851, 377158.036071, 5728582.538073, 24.216327
1852, 374185.356452, 5727394.873367, 29.454961
1853, 377087.355996, 5728908.029288, 38.548440
1854, 372090.827871, 5726188.382592, 44.478969
1855, 378831.010361, 5728095.723462, 83.719303
1856, 372420.517328, 5726402.032346, 11.959900
1857, 375784.568832, 5731556.190509, 32.716753
1858, 374765.914721, 5731228.072783, 28.664224
1859, 375724.081119, 5731399.139705, 21.349905
1860, 377616.508698, 5727236.297103, 23.820959
1861, 379435.274847, 5728993.924717, 77.195721
1862, 375762.392434, 5730765.532022, 22.041800
1863, 374914.111785, 5731589.741316, 33.606332
1864, 380010.722404, 5729617.205639, 102.005102
1865, 372216.078106, 5729751.664954, 13.343691
1866, 378465.959949, 5728733.497932, 84.806567
1867, 373627.671764, 5727579.769223, 111.197422
1868, 375344.223166, 5726613.266653, 52.485183
1869, 372214.543118, 5728895.625420, 16.111271
1870, 377203.060309, 5725970.110608, 49.322234
1871, 374324.130138, 5729883.541721, 88.859095
1872, 378104.546436, 5729008.991960, 63.753188
1873, 377932.304251, 5727389.988347, 78.876038
1874, 375325.138089, 5731546.246994, 54.560868
1875, 381602.600604, 5730116.352611, 10.872637
1876, 375531.776155, 5724006.361953, 0.197684
1877, 374741.574525, 5726601.448085, 33.507490
1878, 374899.983673, 5729677.224024, 45.072022
1879, 380521.572908, 5728456.706004, 103.092365
1880, 377369.477610, 5729467.621720, 44.973179
1881, 372751.064342, 5727740.632511, 33.705174
1882, 374574.433004, 5729555.871894, 71.561719
1883, 373140.935997, 5732999.800297, 2.075685
1884, 377410.194043, 5729590.815090, 31.135278
1885, 379301.311354, 5724704.331439, 117.918688
1886, 373608.915355, 5729213.430551, 43.490547
1887, 376428.281107, 5729996.447696, 86.585726
1888, 378618.086585, 5727395.445650, 39.240335
1889, 377137.361170, 5726813.854015, 45.467390
1890, 378616.926185, 5725425.849708, 102.400470
1891, 380167.375170, 5725893.908091, 30.542225
1892, 376374.963246, 5731836.746268, 31.728331
1893, 376218.637109, 5725936.357437, 39.536861
1894, 381903.224996, 5729133.692137, 36.571596
1895, 379287.881607, 5729365.546677, 52.089814
1896, 373982.419513, 5726067.759909, 11.169163
1897, 380120.283294, 5725452.794921, 34.990122
1898, 375040.572404, 5730279.043409, 34.891280
1899, 376982.979527, 5729864.365493, 35.286648
1900, 378618.868915, 5727570.252997, 39.734545
1901, 375546.657102, 5731093.981404, 38.054229
1902, 374478.344427, 5727055.615278, 72.154771
1903, 377424.916987, 5725635.086943, 64.642768
1904, 379105.538949, 5726650.472749, 84.608883
1905, 376434.958858, 5730572.183658, 42.798652
1906, 376462.359715, 5729724.089690, 107.836789
1907, 379336.769860, 5727788.428057, 60.985608
1908, 380171.988868, 5729530.264228, 110.505527
1909, 376200.641372, 5726697.529128, 61.677503
1910, 373264.204396, 5730892.952793, 0.691895
1911, 380712.791475, 5725080.515740, 17.890430
1912, 380520.216795, 5730413.501094, 26.193170
1913, 376447.267064, 5728458.793533, 34.792438
1914, 380916.661059, 5728283.311758, 61.380977
1915, 379958.728097, 5726000.833788, 75.317720
1916, 374237.485224, 5730358.103631, 93.208150
1917, 376250.950991, 5730045.115232, 39.339177
1918, 372209.748339, 5727350.719603, 3.064107
1919, 380749.688437, 5724784.360907, 13.837901
1920, 375410.323099, 5728136.084666, 86.684568
1921, 375562.832429, 5730126.913893, 41.711388
1922, 373222.046154, 5728300.102085, 113.866160
1923, 376338.193000, 5726995.771789, 82.335513
1924, 380161.876459, 5725900.084908, 34.792438
1925, 376183.128772, 5726815.144757, 66.224242
1926, 375332.336314, 5730001.771927, 46.356970
1927, 379986.930091, 5726956.727546, 121.674690
1928, 380552.822548, 5725044.010589, 26.390855
1929, 375693.209805, 5731828.607402, 42.106757
1930, 372682.387887, 5732405.932120, 25.501275
1931, 376149.962046, 5730470.903140, 57.822659
1932, 375035.088083, 5727969.078596, 90.045201
1933, 373687.034216, 5729034.811127, 33.705174
1934, 378091.444999, 5732069.712617, 57.624975
1935, 379133.894230, 5728731.613877, 73.044351
1936, 376289.365716, 5726044.927034, 38.548440
1937, 377413.754038, 5726307.790342, 46.159285
1938, 372600.615209, 5731989.976512, 16.111271
1939, 372009.119711, 5729339.928927, 0.197684
1940, 379600.991389, 5726502.907356, 60.491397
1941, 376701.273409, 5732874.501870, 15.715902
1942, 375844.712221, 5732014.228821, 41.810231
1943, 379590.458978, 5727247.757013, 53.275920
1944, 375823.997083, 5728194.551310, 86.585726
1945, 375280.817205, 5729908.542634, 57.723817
1946, 380296.797283, 5728114.520308, 81.149407
1947, 373043.033590, 5728189.775062, 75.910773
